"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr18",56541347,56542330,984,"*","Intron (uc002lho.3/55205, intron 3 of 10)",18,56531856,56653709,121854,1,"55205","uc002lhs.3",9491,"ENSG00000074657","ZNF532","zinc finger protein 532"
"chr18",57728942,57729756,815,"*","Distal Intergenic",18,57567192,57571538,4347,1,"5366","uc002lid.2",161750,"ENSG00000141682","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1"
"chr18",62001673,62002316,644,"*","Intron (uc002ljx.3/284294, intron 5 of 9)",18,61880318,61927290,46973,2,"400654","uc002ljy.3",-74383,"ENSG00000266952","LINC01538","long intergenic non-protein coding RNA 1538"
"chr18",63154009,63154510,502,"*","Distal Intergenic",18,63417488,63548175,130688,1,"1005","uc002ljz.3",-262978,"ENSG00000081138","CDH7","cadherin 7"
"chr18",63788274,63789085,812,"*","Distal Intergenic",18,63418157,63548175,130019,1,"1005","uc002lkb.3",370117,"ENSG00000081138","CDH7","cadherin 7"
"chr18",63879573,63880170,598,"*","Distal Intergenic",18,64199577,64239553,39977,2,"28513","uc002lkd.3",359383,"ENSG00000071991","CDH19","cadherin 19"
"chr18",71797223,71798022,800,"*","Exon (uc002lle.2/201456, exon 4 of 10)",18,71740588,71814999,74412,2,"201456","uc002lle.2",16977,"ENSG00000141665","FBXO15","F-box protein 15"
"chr18",74351243,74351824,582,"*","Distal Intergenic",18,74240612,74271784,31173,1,"284276","uc002lmg.3",110631,"ENSG00000266256","LINC00908","long intergenic non-protein coding RNA 908"
"chr18",74590699,74591208,510,"*","Intron (uc002lmi.3/7776, intron 7 of 30)",18,74561155,74593468,32314,1,"7776","uc002lmk.1",29544,"ENSG00000130856","ZNF236","zinc finger protein 236"
"chr18",76405632,76406505,874,"*","Distal Intergenic",18,76740275,76758969,18695,1,"27164","uc002lmt.3",-333770,"ENSG00000256463","SALL3","spalt like transcription factor 3"
"chr18",79070980,79071595,616,"*","Distal Intergenic",18,77941005,78005397,64393,2,"84552","uc010xfp.2",-1065583,"ENSG00000178184","PARD6G","par-6 family cell polarity regulator gamma"
"chr18",79495553,79496698,1146,"*","Distal Intergenic",18,77941005,78005397,64393,2,"84552","uc010xfp.2",-1490156,"ENSG00000178184","PARD6G","par-6 family cell polarity regulator gamma"
"chr19",1344613,1345402,790,"*","Distal Intergenic",19,1354976,1371478,16503,1,"84939","uc010dsi.2",-9574,"ENSG00000160953","PWWP3A","PWWP domain containing 3A, DNA repair factor"
"chr19",1624299,1624991,693,"*","Promoter (2-3kb)",19,1609289,1622222,12934,2,"6929","uc002lto.3",-2077,"ENSG00000071564","TCF3","transcription factor 3"
"chr19",2391163,2391813,651,"*","Promoter (1-2kb)",19,2389784,2426086,36303,1,"360200","uc010xgx.2",1379,"ENSG00000178297","TMPRSS9","transmembrane serine protease 9"
"chr19",3958458,3959459,1002,"*","Promoter (2-3kb)",19,3961412,3961510,99,2,"693222","uc021umy.1",2051,"ENSG00000283928","MIR637","microRNA 637"
"chr19",4561963,4562624,662,"*","Promoter (2-3kb)",19,4542606,4559771,17166,2,"10501","uc010xih.1",-2192,"ENSG00000167680","SEMA6B","semaphorin 6B"
"chr19",5627388,5628028,641,"*","Intron (uc010xiq.2/6294, intron 2 of 5)",19,5623046,5668489,45444,1,"6294","uc010xiu.2",4342,"ENSG00000160633","SAFB","scaffold attachment factor B"
"chr19",7554941,7555442,502,"*","Promoter (<=1kb)",19,7541756,7554286,12531,2,"92960","uc002mgl.2",-655,"ENSG00000104883","PEX11G","peroxisomal biogenesis factor 11 gamma"
"chr19",9130824,9131485,662,"*","Distal Intergenic",19,8959520,9092018,132499,2,"94025","uc002mkp.3",-38806,"ENSG00000181143","MUC16","mucin 16, cell surface associated"
"chr19",10860923,10861598,676,"*","Intron (uc010dxk.2/1785, intron 2 of 13)",19,10890930,10891011,82,1,"100616425","uc021upa.1",-29332,"ENSG00000265879","MIR4748","microRNA 4748"
"chr19",11209745,11210404,660,"*","Intron (uc002mqk.4/3949, intron 1 of 17)",19,11201275,11244505,43231,1,"3949","uc021upd.1",8470,"ENSG00000130164","LDLR","low density lipoprotein receptor"
"chr19",11322174,11322675,502,"*","Promoter (2-3kb)",19,11309969,11319779,9811,2,"57572","uc002mqr.5",-2395,"ENSG00000130158","DOCK6","dedicator of cytokinesis 6"
"chr19",13729781,13730282,502,"*","Distal Intergenic",19,13842574,13869932,27359,1,"81576","uc010xnf.2",-112292,"ENSG00000104957","YJU2B","YJU2 splicing factor homolog B"
"chr19",13790078,13790813,736,"*","Distal Intergenic",19,13842574,13869932,27359,1,"81576","uc010xnf.2",-51761,"ENSG00000104957","YJU2B","YJU2 splicing factor homolog B"
"chr19",14476446,14477245,800,"*","Distal Intergenic",19,14491956,14519537,27582,1,"976","uc002myl.3",-14711,"ENSG00000123146","ADGRE5","adhesion G protein-coupled receptor E5"
"chr19",15986652,15987220,569,"*","Distal Intergenic",19,15988834,16008884,20051,2,"8529","uc002nbs.1",21664,"ENSG00000186115","CYP4F2","cytochrome P450 family 4 subfamily F member 2"
"chr19",16676922,16677576,655,"*","3' UTR",19,16660648,16683193,22546,2,"79939","uc010xph.2",5617,"ENSG00000127526","SLC35E1","solute carrier family 35 member E1"
"chr19",17830136,17831298,1163,"*","Promoter (<=1kb)",19,17830303,17838981,8679,1,"55201","uc010eaz.2",0,"ENSG00000130479","MAP1S","microtubule associated protein 1S"
"chr19",18393679,18394345,667,"*","Promoter (<=1kb)",19,18392887,18392971,85,1,"100422833","uc021uqm.1",792,"ENSG00000267959","MIR3188","microRNA 3188"
"chr19",19334822,19335323,502,"*","Promoter (1-2kb)",19,19337295,19349601,12307,1,"1463","uc010ecc.1",-1972,"ENSG00000130287","NCAN","neurocan"
"chr19",27779722,27780866,1145,"*","Distal Intergenic",19,28281401,28284848,3448,2,"148189","uc002nrx.3",503982,"ENSG00000261824","LINC00662","long intergenic non-protein coding RNA 662"
"chr19",33816480,33817136,657,"*","Distal Intergenic",19,33793763,33795963,2201,1,"80054","uc002nuo.3",22717,"ENSG00000267296","CEBPA-DT","CEBPA divergent transcript"
"chr19",37977793,37978585,793,"*","Distal Intergenic",19,37902060,37960169,58110,2,"148266","uc002ogj.3",-17624,"ENSG00000196437","ZNF569","zinc finger protein 569"
"chr19",38659268,38659856,589,"*","Intron (uc002ohk.3/23094, intron 15 of 21)",19,38701649,38714890,13242,2,"8193","uc002ohl.3",55034,"ENSG00000011332","DPF1","double PHD fingers 1"
"chr19",41753034,41753734,701,"*","Intron (uc010ehj.3/558, intron 12 of 19)",19,41768391,41813811,45421,1,"11100","uc002opz.4",-14657,"ENSG00000105323","HNRNPUL1","heterogeneous nuclear ribonucleoprotein U like 1"
"chr19",43731726,43732826,1101,"*","Intron (uc021uve.1/284344, intron 4 of 8)",19,43715943,43752798,36856,2,"284344","uc021uve.1",19972,"ENSG00000241104","LOC284344","uncharacterized LOC284344"
"chr19",45248502,45249178,677,"*","Promoter (2-3kb)",19,45251978,45263301,11324,1,"602","uc010xxe.2",-2800,"ENSG00000069399","BCL3","BCL3 transcription coactivator"
"chr19",47406986,47407649,664,"*","Distal Intergenic",19,47421933,47508333,86401,1,"2909","uc010ekv.3",-14284,"ENSG00000160007","ARHGAP35","Rho GTPase activating protein 35"
"chr19",49135882,49136383,502,"*","3' UTR",19,49133817,49140639,6823,2,"1628","uc002pjx.4",4256,"ENSG00000105516","DBP","D-box binding PAR bZIP transcription factor"
"chr19",49781038,49781885,848,"*","Distal Intergenic",19,49812054,49812125,72,2,"100422979","uc021uxj.1",30240,"ENSG00000265407","MIR4324","microRNA 4324"
"chr19",51803858,51804514,657,"*","Distal Intergenic",19,51815102,51834102,19001,1,"402665","uc002pwc.2",-10588,"ENSG00000142549","IGLON5","IgLON family member 5"
"chr19",54222395,54223894,1500,"*","Promoter (<=1kb)",19,54223350,54223436,87,1,"574482","uc021vah.1",0,"ENSG00000207735","MIR520D","microRNA 520d"
"chr20",4773926,4774689,764,"*","Promoter (1-2kb)",20,4760669,4776150,15482,2,"9770","uc002wlc.3",1461,"ENSG00000101265","RASSF2","Ras association domain family member 2"
"chr20",11453290,11453974,685,"*","Distal Intergenic",20,11247307,11254031,6725,2,"339593","uc002wnx.4",-199259,NA,"LOC339593","uncharacterized LOC339593"
"chr20",12243180,12243861,682,"*","Distal Intergenic",20,11900018,11907243,7226,1,"22903","uc010zrh.2",343162,"ENSG00000132640","BTBD3","BTB domain containing 3"
"chr20",16317644,16318602,959,"*","Intron (uc002wpe.1/55614, intron 5 of 6)",20,16252749,16360808,108060,2,"55614","uc002wpe.1",42206,"ENSG00000089177","KIF16B","kinesin family member 16B"
"chr20",17892454,17893117,664,"*","Distal Intergenic",20,17922244,17942638,20395,2,"27131","uc002wqb.3",49521,"ENSG00000089006","SNX5","sorting nexin 5"
"chr20",18128321,18129072,752,"*","Promoter (2-3kb)",20,18131465,18169031,37567,1,"57325","uc010zru.2",-2393,"ENSG00000149474","KAT14","lysine acetyltransferase 14"
"chr20",19802594,19803174,581,"*","Distal Intergenic",20,19867165,19983103,115939,1,"54453","uc002wro.2",-63991,"ENSG00000132669","RIN2","Ras and Rab interactor 2"
"chr20",23626127,23626792,666,"*","Distal Intergenic",20,23614294,23618574,4281,2,"1471","uc002wtn.1",-7553,"ENSG00000101439","CST3","cystatin C"
"chr20",25859687,25860373,687,"*","Distal Intergenic",20,25744102,25848786,104685,2,"728882","uc002wvd.1",-10901,NA,"FAM182B","family with sequence similarity 182 member B"
"chr20",31846333,31847094,762,"*","Distal Intergenic",20,31823802,31831115,7314,1,"51297","uc002wyv.3",22531,"ENSG00000198183","BPIFA1","BPI fold containing family A member 1"
"chr20",32674223,32674961,739,"*","Distal Intergenic",20,32676115,32678564,2450,2,"8894","uc031rsu.1",3603,"ENSG00000125977","EIF2S2","eukaryotic translation initiation factor 2 subunit beta"
"chr20",33724317,33724837,521,"*","Intron (uc010zus.1/55741, intron 3 of 9)",20,33703160,33732959,29800,2,"55741","uc010zus.1",8122,"ENSG00000088298","EDEM2","ER degradation enhancing alpha-mannosidase like protein 2"
"chr20",35489601,35490180,580,"*","Promoter (1-2kb)",20,35405845,35488276,82432,2,"140710","uc002xgd.1",-1325,"ENSG00000149639","MTCL2","microtubule crosslinking factor 2"
"chr20",37507250,37507855,606,"*","Intron (uc002xje.3/26051, intron 2 of 10)",20,37554955,37574842,19888,1,"81610","uc002xjf.3",-47100,"ENSG00000101447","FAM83D","family with sequence similarity 83 member D"
"chr20",37714632,37715531,900,"*","Distal Intergenic",20,37590981,37668366,77386,1,"60625","uc010zwc.2",123651,"ENSG00000101452","DHX35","DEAH-box helicase 35"
"chr20",37989707,37991176,1470,"*","Distal Intergenic",20,37842424,37853391,10968,2,"339568","uc010zwd.1",-136316,"ENSG00000230324","LINC01734","long intergenic non-protein coding RNA 1734"
"chr20",47464226,47464871,646,"*","Distal Intergenic",20,47240793,47444420,203628,2,"57580","uc002xtw.1",-19806,"ENSG00000124126","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
"chr20",49247193,49247881,689,"*","5' UTR",20,49202647,49253426,50780,2,"140876","uc002xvm.3",5545,"ENSG00000042062","RIPOR3","RIPOR family member 3"
"chr20",49518485,49519238,754,"*","Exon (uc002xvt.1/23394, exon 4 of 5)",20,49506883,49547527,40645,2,"23394","uc002xvt.1",28289,"ENSG00000101126","ADNP","activity dependent neuroprotector homeobox"
"chr20",49661412,49662484,1073,"*","Distal Intergenic",20,49620193,49639675,19483,2,"3755","uc002xwa.4",-21737,"ENSG00000026559","KCNG1","potassium voltage-gated channel modifier subfamily G member 1"
"chr20",50353267,50353939,673,"*","Intron (uc002xwg.1/10079, intron 1 of 27)",20,50213314,50384908,171595,2,"10079","uc002xwg.1",30969,"ENSG00000054793","ATP9A","ATPase phospholipid transporting 9A (putative)"
"chr20",53941000,53941636,637,"*","Distal Intergenic",20,54572413,54580528,8116,2,"140689","uc002xxa.4",638892,"ENSG00000054803","CBLN4","cerebellin 4 precursor"
"chr20",56442230,56442852,623,"*","Distal Intergenic",20,56470450,56470500,51,1,"100616353","uc021wfh.1",-27598,NA,NA,NA
"chr20",60167760,60168409,650,"*","Intron (uc002ybn.2/1002, intron 2 of 15)",20,60174817,60515673,340857,1,"1002","uc002ybp.2",-6408,"ENSG00000179242","CDH4","cadherin 4"
"chr20",63190801,63191704,904,"*","Distal Intergenic",20,62921738,62934707,12970,1,"140849","uc002yio.1",269063,NA,NA,NA
"chr21",6127175,6127737,563,"*","Distal Intergenic",21,9825832,9826011,180,1,"100500862","uc021wgv.1",-3698095,"ENSG00000275708","MIR3648-1","microRNA 3648-1"
"chr21",14527921,14528704,784,"*","Distal Intergenic",21,14410487,14490571,80085,1,"149992","uc002yja.4",117434,NA,"ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2"
"chr21",15490158,15491157,1000,"*","Intron (uc002yjk.3/uc002yjk.3, intron 2 of 2)",21,15481135,15579254,98120,2,"149998","uc002yjm.3",88097,"ENSG00000188992","LIPI","lipase I"
"chr21",15794205,15795018,814,"*","Distal Intergenic",21,15743437,15755509,12073,2,"6782","uc011abx.2",-38696,"ENSG00000155304","HSPA13","heat shock protein family A (Hsp70) member 13"
"chr21",17454127,17455114,988,"*","Intron (uc002ykb.2/388815, intron 2 of 7)",21,17443434,17982094,538661,1,"388815","uc010glc.2",10693,"ENSG00000215386","MIR99AHG","mir-99a-let-7c cluster host gene"
"chr21",38780669,38781468,800,"*","Intron (uc002ywg.1/1859, intron 1 of 2)",21,38791207,38887679,96473,1,"1859","uc002ywj.3",-9739,"ENSG00000157540","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A"
"chr21",42381288,42381866,579,"*","Distal Intergenic",21,42513427,42519991,6565,2,"284835","uc002yyv.1",138125,"ENSG00000226496","LINC00323","long intergenic non-protein coding RNA 323"
"chr21",42958869,42959601,733,"*","Distal Intergenic",21,42839661,42903043,63383,2,"7113","uc010gos.1",-55826,"ENSG00000184012","TMPRSS2","transmembrane serine protease 2"
"chr21",44902800,44903523,724,"*","Distal Intergenic",21,44881974,44898103,16130,2,"114038","uc002zdh.1",-4697,"ENSG00000185186","LINC00313","long intergenic non-protein coding RNA 313"
"chr22",22026323,22026899,577,"*","Exon (uc010gtj.1/23759, exon 5 of 21)",22,22020273,22052202,31930,1,"23759","uc011aij.2",6050,"ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2"
"chr22",22037120,22037762,643,"*","Promoter (2-3kb)",22,22039927,22052202,12276,1,"23759","uc002zvk.4",-2165,"ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2"
"chr22",22759261,22759995,735,"*","Intron (uc031rxg.1/uc031rxg.1, intron 60 of 450)",22,22838772,22863505,24734,2,"140883","uc002zwc.1",103510,"ENSG00000275004","ZNF280B","zinc finger protein 280B"
"chr22",22946970,22947568,599,"*","Intron (uc031rxg.1/uc031rxg.1, intron 135 of 450)",22,22974028,22987012,12985,2,"25812","uc011ait.1",39444,NA,"POM121L1P","POM121 transmembrane nucleoporin like 1, pseudogene"
"chr22",23000861,23001935,1075,"*","Intron (uc031rxg.1/uc031rxg.1, intron 162 of 450)",22,22988782,22990368,1587,1,"91227","uc010gtt.2",12079,"ENSG00000100121","GGTLC2","gamma-glutamyltransferase light chain 2"
"chr22",23088082,23088637,556,"*","Exon (uc031rxg.1/uc031rxg.1, exon 244 of 462)",22,23165270,23165360,91,1,"723778","uc021wmp.1",-76633,"ENSG00000284049","MIR650","microRNA 650"
"chr22",26571167,26571668,502,"*","Intron (uc003acb.3/23544, intron 1 of 16)",22,26565440,26779563,214124,1,"23544","uc011akd.2",5727,"ENSG00000100095","SEZ6L","seizure related 6 homolog like"
"chr22",37342790,37343291,502,"*","Distal Intergenic",22,37361289,37364213,2925,1,"100506241","uc021woq.1",-17998,"ENSG00000215403","LL22NC01-81G9.3","uncharacterized protein FLJ39582-like"
"chr22",37428772,37429483,712,"*","Distal Intergenic",22,37406900,37416224,9325,2,"7263","uc031rxn.1",-12548,"ENSG00000128311","TST","thiosulfate sulfurtransferase"
"chr22",40524493,40525812,1320,"*","Intron (uc003aym.3/23112, intron 3 of 23)",22,40573929,40731812,157884,1,"23112","uc003ayn.4",-48117,"ENSG00000100354","TNRC6B","trinucleotide repeat containing adaptor 6B"
"chr22",42922509,42923468,960,"*","Distal Intergenic",22,42904341,42915829,11489,2,"27341","uc003bcq.3",-6680,"ENSG00000189306","RRP7A","ribosomal RNA processing 7 homolog A"
"chr22",43148526,43149089,564,"*","Distal Intergenic",22,43088127,43117286,29160,2,"53947","uc010gzd.3",-31240,"ENSG00000128274","A4GALT","alpha 1,4-galactosyltransferase (P blood group)"
"chr22",44652154,44653303,1150,"*","Intron (uc003bet.2/85352, intron 4 of 4)",22,44639557,44708731,69175,2,"85352","uc003bet.2",55428,"ENSG00000138944","SHISAL1","shisa like 1"
"chr22",45228175,45228881,707,"*","Intron (uc003bfd.3/553158, intron 12 of 16)",22,45182337,45258664,76328,1,"23779","uc003bfl.3",45838,"ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8"
"chr22",45254604,45255575,972,"*","Exon (uc011aqj.2/553158, exon 12 of 13)",22,45182337,45258664,76328,1,"23779","uc003bfl.3",72267,"ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8"
"chr22",50207355,50208005,651,"*","Intron (uc011arf.2/23774, intron 3 of 13)",22,50166937,50217979,51043,2,"23774","uc011arf.2",9974,"ENSG00000100425","BRD1","bromodomain containing 1"
"chrX",1681786,1682383,598,"*","Distal Intergenic",23,1314887,1656037,341151,2,"64109","uc022brt.1",-25749,"ENSG00000205755","CRLF2","cytokine receptor like factor 2"
"chrX",14032314,14032846,533,"*","Intron (uc004cwb.3/54960, intron 4 of 4)",23,14024845,14048035,23191,2,"54960","uc004cwb.3",15189,"ENSG00000046647","GEMIN8","gem nuclear organelle associated protein 8"
"chrX",18687712,18688579,868,"*","Promoter (1-2kb)",23,18657808,18690223,32416,2,"6247","uc004cyo.3",1644,"ENSG00000102104","RS1","retinoschisin 1"
"chrX",30635545,30636091,547,"*","Distal Intergenic",23,30671476,30749577,78102,1,"2710","uc004dch.4",-35385,"ENSG00000198814","GK","glycerol kinase"
"chrX",38669338,38669980,643,"*","Distal Intergenic",23,38663073,38665783,2711,1,"58526","uc004dej.4",6265,"ENSG00000165175","MID1IP1","MID1 interacting protein 1"
"chrX",42020046,42020695,650,"*","Distal Intergenic",23,41374189,41782287,408099,2,"8573","uc004dfn.4",-237759,"ENSG00000147044","CASK","calcium/calmodulin dependent serine protein kinase"
"chrX",49177303,49178045,743,"*","Promoter (<=1kb)",23,49178516,49185866,7351,1,"729396","uc010nit.3",-471,"ENSG00000224659","GAGE12J","G antigen 12J"
"chrX",56788129,56789340,1212,"*","Intron (uc004dut.4/550643, intron 2 of 2)",23,56763221,56764017,797,2,"442454","uc010nki.2",-24112,NA,"UQCRBP1","ubiquinol-cytochrome c reductase binding protein pseudogene 1"
"chrX",65406378,65407019,642,"*","Intron (uc011moz.2/9843, intron 4 of 20)",23,65423206,65476519,53314,1,"9843","uc010nks.3",-16187,"ENSG00000089472","HEPH","hephaestin"
"chrX",67725727,67726546,820,"*","Intron (uc004dwz.3/286451, intron 1 of 6)",23,67718624,67757127,38504,1,"286451","uc011mph.2",7103,"ENSG00000181704","YIPF6","Yip1 domain family member 6"
"chrX",72107222,72107924,703,"*","Distal Intergenic",23,72091859,72097698,5840,2,"63947","uc010nln.3",-9524,"ENSG00000269502","DMRTC1","DMRT like family C1"
"chrX",107135561,107136217,657,"*","Intron (uc004enk.3/11043, intron 3 of 9)",23,107069084,107174867,105784,1,"11043","uc004enl.3",66477,"ENSG00000080561","MID2","midline 2"
"chrX",119898914,119899902,989,"*","Distal Intergenic",23,120006452,120009779,3328,2,"643311","uc011muc.2",109877,"ENSG00000236446","CT47B1","cancer/testis antigen family 47 member B1"
"chrX",123087097,123087910,814,"*","Distal Intergenic",23,123094475,123236505,142031,1,"10735","uc004etz.4",-6565,"ENSG00000101972","STAG2","STAG2 cohesin complex component"
"chrX",133838990,133839543,554,"*","Distal Intergenic",23,133699873,133792513,92641,2,"10761","uc004exp.1",-46477,"ENSG00000170965","PLAC1","placenta enriched 1"
